INTERACTOR_1	INTERACTOR_2
co2697	co2698
co2699	co623
co2700	co2701
co251	co2702
co2703	co2704
co675	co2705
co2706	co2707
co2708	co2709
co994	co2608
co1064	co2710
co2711	co874
co2712	co2713
co2714	co2715
co316	co445
co766	co2716
co2717	co702
co2718	co2719
co2720	co2721
co2722	co2211
co2138	co1618
co2723	co509
co621	co2724
co2725	co2691
co1716	co165
co2726	co611
co628	co2727
co1692	co98
co1916	co2728
co742	co1468
co2729	co2730
co732	co2731
co2616	co2253
co2732	co2733
co2734	co1749
co25	co630
co509	co2735
co2252	co2736
co2737	co1520
co2738	co1001
co1318	co2739
co2740	co2741
co2742	co2743
co480	co2744
co2745	co2746
co2747	co2748
co377	co2749
co2750	co122
co2574	co507
co2543	co853
co2751	co1582
co550	co2752
co2753	co2754
co2755	co2021
co2756	co1349
co1173	co2757
co2758	co136
co2759	co1124
co1268	co1180
co2129	co210
co827	co2760
co25	co2761
co931	co336
co2762	co2763
co2717	co2299
co2764	co544
co1692	co2765
co2766	co866
co2767	co2768
co839	co2769
co2770	co2497
co2771	co1878
co1047	co743
co2772	co2773
co23	co2774
co2775	co2776
co2777	co2778
co2779	co241
co2780	co2781
co1466	co2782
co2783	co1396
co2116	co503
co467	co2784
co2785	co1494
co2786	co2399
co2787	co2788
co2221	co2789
co2790	co2791
co1173	co1407
co2792	co2793
co1283	co2794
co982	co320
co2543	co534
co2795	co1149
co2796	co2797
co2798	co2799
co2800	co2801
co2802	co2803
co2804	co1273
co2805	co1285
co1845	co2806
co1436	co2807
co2808	co209
co807	co2809
co1144	co491
co62	co2285
co2810	co2811
co1612	co892
co2812	co958
co2813	co2814
co619	co2285
co2815	co2816
co2817	co1200
co1804	co1943
co923	co1904
co2818	co2819
co1483	co701
co2820	co324
co358	co2821
co2822	co2823
co2824	co1324
co43	co884
co2825	co2826
co2827	co2828
co2829	co817
co987	co491
co2086	co2830
co2831	co2832
co344	co2833
co2834	co60
co708	co2835
co2746	co474
co834	co2836
co732	co2146
co2837	co659
co2270	co2838
co1936	co2592
co67	co1309
co191	co2839
co805	co2840
co2841	co2842
co2429	co686
co2054	co2843
co923	co2844
co2845	co866
co2846	co2847
co117	co1280
co2683	co209
co2848	co303
co251	co2727
co2849	co1201
co2850	co2851
co36	co319
co109	co1144
co2852	co2853
co2112	co1756
co62	co2854
co2855	co1688
co2856	co387
co2047	co2857
co2858	co565
co1824	co2859
co2860	co2861
co1140	co2862
co1904	co479
co1072	co1762
co987	co222
co421	co2863
co2864	co2568
co2865	co2866
co929	co1102
co2867	co2868
co2869	co2870
co2871	co2872
co67	co2873
co2874	co2875
co2876	co2877
co211	co67
co2878	co2879
co2880	co907
co25	co2881
co2882	co1417
co2883	co74
co2296	co2884
co2885	co2886
co1195	co2887
co1004	co1156
co480	co1467
co1382	co565
co2740	co1356
co595	co2888
co2889	co364
co2890	co2891
co2892	co2893
co2894	co2602
co2895	co789
co2896	co251
co1761	co2067
co2790	co17
co2897	co2898
co2899	co522
co29	co2048
co673	co1633
co1546	co104
co1738	co2900
co2901	co2423
co1877	co2902
co604	co2511
co567	co620
co2903	co2904
co2905	co2906
co2907	co2908
co537	co365
co2875	co2909
co675	co2910
co2911	co2705
co966	co739
co2663	co2912
co759	co269
co2913	co2914
co2577	co2915
co2866	co2704
co298	co98
co2916	co2716
co1533	co401
co2330	co904
co667	co2917
co416	co2918
co1952	co2919
co1200	co2814
co2920	co2921
co2922	co2426
co1842	co2923
co480	co1376
co2924	co580
co2925	co2926
co2167	co1842
co62	co783
co1460	co2927
co2304	co2928
co1761	co2618
co2929	co178
co2930	co508
co314	co165
co1665	co2931
co852	co2932
co2618	co701
co2933	co2934
co2935	co2936
co1500	co2615
co2688	co509
co1842	co2914
co2937	co2938
co2939	co2940
co2941	co2580
co1195	co136
co2942	co2943
co2944	co738
co2945	co165
co1180	co2946
co2947	co2948
co2949	co2950
co153	co2951
co2952	co2953
co1609	co2954
co2955	co2956
co1775	co1324
co2957	co1324
co2958	co2959
co317	co2888
co1853	co193
co2866	co2960
co2961	co706
co8	co2962
co2963	co2964
co2965	co2507
co447	co619
co943	co2966
co2967	co170
co111	co2968
co2969	co815
co2970	co356
co2971	co32
co2972	co149
co1021	co2973
co1920	co1098
co2817	co2615
co2974	co202
co2975	co2976
co687	co2866
co2977	co2978
co2979	co2026
co1162	co2980
co1290	co2981
co1993	co2982
co2983	co2152
co1796	co1132
co2352	co2984
co1746	co2985
co2986	co533
co2987	co367
co2150	co2988
co2989	co2990
co2991	co2992
co2993	co2994
co1098	co779
co388	co1754
co2244	co324
co2677	co2995
co2503	co2996
co1655	co2641
co1821	co2997
co2998	co324
co1017	co2999
co3000	co62
co3001	co3002
co3003	co3004
co3005	co3006
co25	co3007
co105	co1842
co3008	co3009
co2635	co3010
co3011	co3012
co3013	co3014
co3015	co1610
co3016	co2999
co657	co522
co129	co1069
co3017	co815
co3018	co1307
co3019	co3020
co500	co2493
co3021	co3022
co3023	co369
co3024	co144
co3025	co1426
co1302	co2547
co3026	co2997
co3027	co1010
co17	co1029
co1382	co8
co3028	co3029
co2944	co3030
co2892	co659
co3031	co487
co3032	co2038
co3033	co2457
co1360	co1997
co2231	co3034
co284	co3035
co3036	co1216
co2383	co668
co3037	co827
co3038	co2670
co3039	co3040
co1459	co3041
co2740	co1324
co1779	co3042
co3043	co432
co3044	co2870
co586	co3045
co3046	co2568
co317	co3047
co958	co3048
co3049	co3050
co3051	co3052
co2143	co3053
co3054	co222
co1459	co2446
co3055	co21
co3056	co3057
co3058	co1049
co2627	co2446
co3059	co3060
co3061	co1309
co3062	co3063
co1916	co208
co805	co1780
co24	co3064
co3065	co124
co2729	co435
co370	co3066
co2758	co3067
co1941	co2047
co696	co2231
co659	co1102
co2219	co3068
co2919	co1724
co3069	co1727
co3070	co439
co2896	co3048
co3071	co3072
co3073	co299
co3074	co2904
co1290	co1893
co3075	co1606
co3076	co218
co1327	co3077
co11	co1653
co3078	co1856
co3079	co3080
co3081	co353
co25	co3082
co195	co3083
co2822	co3084
co3085	co222
co3086	co42
co3087	co702
co2021	co3088
co1019	co120
co3089	co3090
co3091	co3092
co1283	co2027
co3093	co1173
co3094	co3095
co798	co2520
co67	co3096
co1931	co3097
co2298	co239
co3036	co2078
co1756	co3098
co2435	co1659
co54	co3099
co160	co287
co3100	co3101
co3102	co3103
co3104	co3105
co1309	co1283
co344	co3106
co124	co3107
co2161	co1260
co735	co993
co823	co3108
co115	co3109
co857	co3110
co3111	co1115
co2803	co3112
co3113	co3114
co3115	co1365
co1275	co43
co509	co3116
co2640	co3117
co2888	co488
co3118	co3119
co1174	co3120
co144	co1425
co3121	co1975
co3024	co1371
co3122	co104
co3123	co1860
co2185	co3124
co3125	co3126
co3127	co1815
co3128	co3129
co3130	co1275
co512	co816
co92	co136
co2959	co1633
co732	co3131
co3132	co702
co3133	co1549
co109	co3134
co3135	co3136
co3137	co353
co2952	co3138
co3139	co3140
co109	co200
co1098	co3141
co3142	co1818
co298	co2446
co1460	co1276
co3143	co3144
co768	co3145
co736	co1547
co3000	co3146
co3127	co3147
co3148	co1277
co532	co3149
co3150	co3151
co874	co3152
co3153	co3154
co3155	co3156
co509	co3157
co3158	co229
co3159	co2457
co3160	co317
co3161	co2357
co520	co3162
co3163	co2868
co3164	co124
co3165	co3166
co3167	co645
co3168	co1166
co1303	co612
co3169	co809
co3170	co3171
co2498	co1508
co1055	co3172
co3173	co3174
co3175	co3176
co25	co3177
co1335	co3178
co3179	co3180
co200	co3181
co2156	co3182
co657	co2381
co2446	co654
co3183	co500
co1746	co1816
co1290	co3184
co3185	co3186
co3187	co3188
co3189	co508
co472	co1491
co1253	co2510
co3190	co702
co537	co2887
co1371	co462
co596	co1950
co3191	co2958
co1367	co307
co3192	co68
co1789	co490
co1440	co121
co2282	co3193
co271	co3194
co3125	co1582
co3195	co520
co3196	co3197
co683	co1034
co3198	co3199
co526	co508
co3200	co3201
co537	co2132
co2241	co353
co3202	co723
co2008	co1714
co3203	co3204
co480	co1684
co307	co3205
co2590	co813
co2503	co3206
co2587	co2708
co3207	co1379
co3208	co3209
co675	co3210
co958	co3211
co1846	co3212
co3213	co551
co2662	co1499
co3214	co2930
co2346	co43
co3215	co3216
co1718	co931
co1442	co2039
co556	co3217
co3218	co331
co3219	co3220
co3221	co3222
co3223	co2048
co3224	co2427
co223	co341
co3225	co193
co939	co3226
co2863	co3227
co3228	co3229
co2675	co398
co3230	co500
co3231	co2241
co2382	co2235
co3232	co51
co2377	co3233
co3234	co702
co3235	co3236
co1483	co2498
co3237	co1094
co214	co877
co3238	co2829
co3239	co21
co869	co3240
co224	co165
co1606	co795
co164	co3241
co3242	co517
co1267	co1669
co3177	co38
co1097	co1417
co979	co3243
co235	co3244
co1536	co3245
co3246	co3247
co1682	co2296
co3248	co3249
co1290	co3250
co1963	co593
co686	co773
co3251	co3252
co270	co468
co373	co3253
co3254	co1086
co3255	co3256
co271	co3257
co3258	co1272
co3259	co3260
co1083	co2321
co1166	co3261
co3262	co3263
co3264	co3265
co214	co1934
co2790	co643
co3266	co467
co2490	co3267
co25	co583
co3268	co683
co764	co3269
co350	co631
co3270	co1431
co1107	co18
co2466	co1508
co3271	co3272
co3273	co773
co2901	co3274
co336	co1071
co712	co675
co710	co3275
co1442	co493
co2288	co1368
co3276	co3277
co3278	co3279
co363	co21
co3280	co3281
co2086	co2039
co1233	co157
co1075	co1711
co300	co1345
co3282	co3283
co3284	co1713
co2246	co3285
co1489	co3286
co3287	co78
co3288	co3289
co293	co3290
co3291	co439
co941	co1166
co3292	co3293
co549	co933
co3294	co958
co3295	co736
co3296	co3297
co3298	co3299
co1151	co3300
co3301	co3302
co3303	co1914
co3304	co683
co3305	co3306
co1560	co1167
co932	co2201
co3307	co3166
co3308	co165
co3309	co363
co3111	co2173
co3310	co3311
co3312	co311
co3260	co2321
co2959	co3313
co3314	co2025
co3247	co3315
co1228	co959
co3316	co870
co2865	co3317
co3318	co3319
co3320	co3321
co3322	co1079
co3323	co3324
co1355	co2446
co3325	co3326
co537	co1175
co783	co3327
co3328	co1281
co3329	co3330
co3331	co2123
co690	co3332
co2920	co1275
co3159	co121
co3333	co3334
co634	co3335
co3336	co3337
co3338	co3339
co3340	co1861
co31	co3341
co109	co3342
co3343	co148
co1361	co3344
co144	co3345
co3346	co399
co3347	co1398
co3348	co2971
co3349	co1159
co3172	co2738
co2725	co3350
co1941	co3231
co3351	co1899
co3352	co1376
co3000	co331
co195	co3353
co2382	co357
co3354	co3355
co3356	co517
co3357	co2426
co3358	co1022
co3359	co3360
co3361	co930
co3362	co850
co1204	co64
co2570	co3363
co966	co222
co631	co36
co1936	co3364
co1716	co2918
co1219	co508
co200	co251
co3365	co958
co3366	co3159
co121	co3033
co3367	co3368
co1092	co3369
co2250	co3370
co3371	co307
co3372	co317
co2964	co1543
co332	co2722
co768	co3373
co3374	co3375
co3376	co458
co346	co3377
co3378	co1026
co584	co3148
co1738	co3379
co3380	co738
co3381	co2999
co2784	co2334
co500	co3382
co2378	co2936
co3383	co3187
co3367	co336
co547	co1376
co3328	co1489
co2579	co3384
co732	co430
co4	co3385
co128	co2748
co3386	co3353
co1254	co3387
co1633	co1453
co3388	co537
co1393	co505
co1202	co1148
co3389	co594
co2959	co1048
co3390	co3080
co263	co3391
co408	co2454
co2682	co3392
co3393	co1431
co2740	co3394
co1513	co1815
co3395	co1110
co2674	co2294
co2736	co1013
co2140	co1342
co3396	co3397
co3398	co2869
co3399	co2124
co3000	co3400
co583	co221
co300	co1334
co2337	co1824
co3401	co761
co1475	co2847
co3402	co3403
co2747	co3012
co3162	co789
co3404	co2235
co3405	co1367
co3406	co311
co3295	co3407
co203	co15
co3408	co3409
co3410	co3411
co566	co403
co3195	co3412
co1275	co3413
co99	co3414
co3415	co3416
co1568	co935
co2824	co510
co1373	co3417
co3418	co3419
co1269	co737
co3420	co1720
co2647	co1772
co1842	co303
co3421	co3422
co332	co1476
co787	co702
co3423	co3424
co263	co3425
co1605	co2746
co3426	co517
co344	co2241
co3427	co3428
co3429	co3430
co67	co3431
co2090	co462
co3432	co1273
co2902	co3433
co1881	co1043
co205	co1159
co3434	co1337
co2146	co136
co1349	co458
co408	co1324
co3435	co3436
co583	co3083
co1009	co3103
co3437	co1818
co2102	co3438
co2865	co857
co2615	co3439
co3440	co495
co3441	co3227
co819	co1568
co2011	co381
co2712	co3442
co3443	co3444
co620	co2362
co521	co317
co2930	co2296
co3445	co3446
co3447	co3448
co3449	co43
co2205	co2108
co248	co3450
co1513	co3451
co967	co3452
co3453	co3454
co2133	co1426
co3455	co890
co1068	co64
co3456	co3457
co2008	co2149
co3458	co1667
co1097	co474
co3459	co3460
co2058	co3461
co3462	co1978
co178	co3463
co3464	co3465
co2563	co2911
co3466	co3467
co2389	co3468
co3469	co3244
co793	co3470
co2322	co3471
co3472	co165
co344	co3473
co2146	co495
co3474	co702
co3475	co1467
co3476	co2361
co3477	co1065
co2226	co525
co3478	co443
co619	co2720
co3479	co282
co300	co2163
co1501	co3050
co3480	co3481
co626	co141
co3482	co1349
co1179	co1730
co3483	co3484
co3485	co3486
co3487	co541
co3488	co1195
co3489	co128
co3490	co3491
co2720	co286
co627	co1758
co3492	co1574
co3493	co3494
co3495	co3496
co2712	co3112
co1027	co17
co1585	co3497
co3161	co3498
co702	co2016
co3499	co3500
co25	co2772
co2202	co178
co67	co3501
co3502	co2559
co204	co3503
co3504	co833
co3505	co3506
co1290	co3507
co544	co215
co1085	co3508
co2876	co3509
co3510	co3048
co162	co3511
co3512	co2746
co3513	co972
co3514	co1597
co1166	co753
co2232	co1006
co3515	co3516
co3517	co1818
co2031	co43
co1738	co2384
co3160	co3518
co625	co457
co3519	co218
co2088	co2149
co3520	co324
co105	co382
co170	co3521
co3144	co3522
co3523	co1406
co3524	co500
co702	co3525
co2092	co3526
co1990	co3527
co2481	co1643
co3528	co1609
co3529	co391
co2382	co3432
co1413	co3530
co1173	co3531
co165	co3532
co3533	co3534
co3535	co854
co3536	co112
co503	co3028
co3537	co2096
co1168	co3538
co3539	co3540
co3277	co1551
co3541	co3542
co892	co822
co346	co180
co521	co903
co324	co3543
co1423	co3544
co1643	co1485
co2940	co2646
co1698	co3545
co2777	co3546
co3547	co2736
co3548	co3549
co3550	co1667
co3551	co3552
co770	co2371
co3553	co172
co3554	co2277
co3479	co3555
co3478	co612
co193	co1776
co3556	co3557
co204	co3558
co2567	co1340
co3559	co2739
co3560	co2595
co3561	co1582
co3562	co175
co2645	co3010
co1670	co324
co1327	co2166
co3036	co121
co3563	co2459
co1925	co3564
co3565	co3566
co1157	co2623
co300	co3567
co109	co3568
co3569	co354
co509	co1064
co3570	co3571
co3572	co3382
co1920	co1767
co3493	co218
co1192	co3573
co2896	co351
co3574	co3131
co3575	co3576
co3577	co3578
co1899	co2321
co310	co3579
co3580	co3581
co3582	co1309
co316	co3583
co3584	co2849
co3585	co1250
co2116	co3586
co124	co3587
co1195	co3588
co3589	co3466
co3590	co3591
co970	co3592
co293	co227
co1941	co1432
co3593	co1584
co3594	co1772
co1110	co3595
co3596	co3597
co3598	co958
co328	co1146
co837	co702
co3599	co10
co3600	co2201
co3601	co1836
co3602	co1307
co475	co668
co3603	co3253
co853	co2997
co3604	co1882
co3605	co587
co1840	co3606
co3607	co147
co3608	co1655
co3609	co1563
co3610	co3552
co997	co3611
co711	co668
co3612	co3613
co3614	co3615
co3616	co3617
co2117	co3618
co1159	co3619
co1566	co3620
co3621	co2097
co1153	co3622
co211	co3623
co3624	co2665
co416	co216
co3625	co671
co2959	co2241
co3626	co3627
co3628	co3629
co501	co3630
co3631	co124
co3632	co942
co1004	co253
co3633	co2665
co1239	co165
co3634	co3635
co3636	co3637
co3638	co3639
co3640	co3641
co3642	co3643
co631	co1030
co121	co930
co1053	co3644
co3645	co3646
co3647	co1420
co658	co864
co3648	co3649
co1088	co438
co899	co3650
co125	co3651
co3652	co3653
co1170	co3654
co2040	co324
co1021	co391
co115	co3655
co1026	co458
co3656	co3657
co3658	co3659
co271	co904
co3660	co537
co3661	co1873
co1309	co3662
co3663	co3664
co221	co3665
co1885	co3666
co3427	co958
co3667	co633
co1707	co67
co3582	co3668
co2303	co3669
co3670	co401
co2939	co739
co3314	co1397
co3671	co136
co314	co1485
co3672	co3673
co3674	co3675
co270	co166
co3676	co3677
co2473	co3678
co3679	co694
co668	co2747
co3312	co2960
co798	co1724
co3680	co2469
co2019	co3681
co1295	co2244
co2076	co3020
co3682	co3683
co20	co3684
co3685	co311
co442	co3686
co3399	co43
co1530	co82
co3687	co3055
co100	co3688
co25	co1021
co366	co3689
co3567	co2904
co3690	co3691
co675	co3692
co2141	co3341
co3693	co3694
co283	co3695
co47	co380
co3696	co583
co3697	co3698
co3699	co3700
co3618	co3701
co3702	co877
co3703	co3704
co1868	co1272
co235	co2401
co956	co3705
co3706	co3707
co3708	co3709
co3710	co104
co2988	co1891
co2146	co3711
co3712	co3713
co1477	co1392
co109	co3714
co452	co774
co3715	co2126
co129	co2520
co3716	co3717
co890	co775
co3718	co1654
co1019	co873
co2259	co2915
co2062	co3719
co3000	co3720
co293	co361
co3173	co3721
co3722	co3723
co3724	co3725
co3726	co1748
co1716	co1162
co3727	co3728
co3729	co170
co3730	co1273
co3731	co702
co203	co3363
co3732	co1166
co3733	co3734
co3735	co3736
co3737	co1152
co958	co1452
co974	co3738
co3739	co3740
co227	co1884
co1195	co3741
co3742	co3743
co3744	co2650
co3745	co2249
co293	co1193
co3746	co289
co3747	co229
co2383	co753
co47	co491
co562	co880
co3748	co2927
co3749	co1755
co1017	co3750
co3751	co9
co262	co3752
co3627	co3199
co3753	co3754
co3755	co3756
co1201	co3194
co3757	co1153
co1159	co1942
co3624	co1337
co3569	co1994
co981	co1037
co2516	co3758
co3753	co3759
co3760	co3761
co3762	co3763
co3764	co1130
co890	co1105
co2998	co3765
co3766	co626
co25	co2278
co925	co3767
co2846	co2937
co357	co930
co3768	co3769
co3770	co888
co3771	co303
co2759	co972
co3772	co3773
co1161	co3774
co3775	co2163
co867	co90
co3776	co3770
co125	co1417
co853	co3777
co3778	co3779
co2758	co3780
co3781	co665
co1361	co1237
co784	co3782
co3110	co391
co1735	co3783
co874	co612
co252	co2680
co1337	co1966
co1468	co3784
co3785	co2618
co3024	co2978
co193	co545
co3786	co1755
co3598	co3787
co3788	co517
co785	co3789
co1393	co353
co235	co3790
co3791	co1030
co3792	co874
co3793	co3794
co2681	co1276
co453	co503
co2352	co3795
co1501	co3042
co28	co649
co2378	co3196
co109	co458
co3796	co3797
co3798	co353
co3799	co2027
co3800	co753
co2902	co1612
co625	co2376
co809	co210
co3801	co2099
co3802	co3803
co3804	co3805
co1435	co3806
co1521	co3807
co3808	co1944
co3809	co3810
co3386	co3811
co3773	co864
co1868	co3812
co567	co3813
co3814	co1166
co2903	co498
co3815	co3816
co1274	co401
co3817	co481
co3199	co3818
co3819	co3820
co3821	co3822
co492	co3438
co2913	co412
co3161	co3823
co986	co3646
co2952	co1818
co2161	co1633
co2255	co3824
co3499	co260
co862	co1664
co2419	co3825
co1939	co1337
co753	co3826
co510	co291
co1979	co2318
co1361	co2509
co2184	co3827
co3477	co3828
co3829	co3830
co853	co3831
co520	co116
co3832	co3313
co899	co3231
co768	co798
co653	co3833
co702	co3063
co1202	co2847
co3834	co1303
co2499	co1325
co1311	co1516
co3835	co479
co3836	co3837
co3838	co3839
co3840	co1175
co3841	co1843
co3842	co3843
co3335	co3844
co690	co3845
co3096	co2154
co3846	co3847
co3848	co1890
co3849	co247
co3492	co1276
co3850	co419
co218	co1452
co3851	co369
co3189	co3852
co1545	co1436
co3853	co1273
co2337	co3376
co119	co3050
co3854	co1501
co3855	co3856
co3857	co3858
co3859	co1398
co3860	co3861
co3862	co652
co2053	co643
co3863	co3864
co3865	co3866
co1216	co1674
co2615	co3867
co3868	co3869
co3870	co1941
co3871	co1921
co113	co3872
co3873	co3874
co3875	co391
co1975	co1195
co3262	co1073
co3876	co1152
co3877	co3878
co3879	co2242
co594	co694
co3880	co3881
co2012	co577
co25	co569
co3882	co2339
co494	co3382
co2008	co43
co2870	co2266
co195	co3883
co3884	co127
co3885	co509
co3886	co2125
co3887	co1117
co69	co60
co3888	co1397
co3889	co303
co2439	co2294
co467	co1550
co3890	co3369
co2939	co1670
co540	co1489
co2677	co3891
co3892	co3893
co235	co384
co3894	co3895
co2476	co2433
co53	co3896
co3897	co1342
co1874	co1633
co3059	co2468
co2064	co1592
co3898	co165
co759	co1904
co3899	co90
co1016	co847
co2158	co3171
co2773	co3166
co3295	co2625
co1731	co3900
co3565	co3901
co3902	co3903
co2615	co119
co3904	co699
co3905	co3461
co2787	co3906
co3291	co67
co2074	co4
co3907	co2350
co2696	co525
co697	co961
co3398	co1361
co3908	co165
co2790	co3909
co2363	co905
co3910	co1477
co2382	co3911
co3912	co3913
co1714	co2728
co205	co192
co2346	co3914
co2591	co174
co363	co1628
co3915	co3856
co3916	co3917
co612	co908
co100	co1498
co3918	co3919
co3920	co3921
co3922	co1436
co3923	co2004
co1498	co3924
co808	co2537
co3925	co3926
co1845	co3927
co398	co1954
co1900	co547
co67	co3093
co3928	co2435
co3929	co25
co1939	co517
co1018	co178
co3930	co1998
co3931	co3932
co3933	co3934
co3935	co668
co3936	co462
co3937	co3938
co3939	co3940
co790	co1244
co2108	co93
co736	co3199
co402	co2626
co1948	co589
co3941	co3324
co2478	co3942
co2521	co3943
co196	co1818
co690	co1649
co3280	co3944
co67	co873
co1281	co3050
co3945	co3946
co3947	co1878
co1260	co2248
co708	co165
co3948	co1195
co577	co120
co1780	co3373
co3949	co3950
